Sequence Name,Predicted Haplogroup,N,Nph,Nph_tot,Nph_exp,P_Hg
Contig.1,D5b2,292,31,60,60,51.667
Contig.1,D5b1,292,31,50,50,62.000
Contig.1,B4a1c4,292,37,44,44,84.091
Contig.1,L4b2a1,292,26,44,44,59.091
Contig.1,W5b,292,36,56,56,64.286
Contig.1,W5a,292,36,55,55,65.455
Contig.1,L4b2a2,292,27,44,44,61.364
Contig.1,H30b,292,39,45,45,86.667
Contig.1,O1a,292,35,48,48,72.917
Contig.1,E1a1a,292,32,50,50,64.000
Contig.1,L2a1e,292,22,42,42,52.381
Contig.1,E1a1c,292,32,50,50,64.000
Contig.1,E1a1b,292,32,50,50,64.000
Contig.1,F1b1a1a2,292,36,55,55,65.455
Contig.1,T2a1a3,292,55,59,59,93.220
Contig.1,B2g,292,37,52,52,71.154
Contig.1,H1c5a,292,38,46,46,82.609
Contig.1,K1a3a1,292,36,53,53,67.925
Contig.1,K1a3a3,292,36,53,53,67.925
Contig.1,V,292,38,45,45,84.444
Contig.1,B4a2a2,292,37,48,48,77.083
Contig.1,B4a2a3,292,37,49,49,75.510
Contig.1,B4a2a1,292,36,48,48,75.000
Contig.1,J1b3,292,42,52,52,80.769
Contig.1,U6a3a1a,292,36,48,48,75.000
Contig.1,L5b1b,292,14,41,41,34.146
Contig.1,L5b1a,292,14,43,43,32.558
Contig.1,B2d,292,37,54,54,68.519
Contig.1,H1e1a,292,39,47,47,82.979
Contig.1,H1e1b,292,39,47,47,82.979
Contig.1,H1e1c,292,39,47,47,82.979
Contig.1,B2c,292,37,50,50,74.000
Contig.1,B4a2b1a,292,37,48,48,77.083
Contig.1,Y2a1,292,37,49,49,75.510
Contig.1,U8b1b1,292,36,47,47,76.596
Contig.1,U8b1b2,292,36,49,49,73.469
Contig.1,H4a1a4b2,292,37,53,53,69.811
Contig.1,M39b2,292,32,46,46,69.565
Contig.1,M39b1,292,32,47,47,68.085
Contig.1,J1b7,292,42,53,53,79.245
Contig.1,H79a,292,39,45,45,86.667
Contig.1,L1b1a17,292,10,44,44,22.727
Contig.1,L2a1c3b1,292,23,43,43,53.488
Contig.1,U3b2b,292,38,54,54,70.370
Contig.1,L1c1a_198!,292,10,40,40,25.000
Contig.1,H3k1a,292,37,46,46,80.435
Contig.1,D5b3a1,292,32,53,53,60.377
Contig.1,H1n1b,292,38,47,47,80.851
Contig.1,H1n1a,292,38,46,46,82.609
Contig.1,N9a10a2a,292,36,47,47,76.596
Contig.1,J1c2c1a,292,43,57,57,75.439
Contig.1,D5b1c,292,31,51,51,60.784
Contig.1,D5b1b,292,31,51,51,60.784
Contig.1,D5b1a,292,31,51,51,60.784
Contig.1,D5b1d,292,29,49,49,59.184
Contig.1,T2b3d,292,59,61,61,96.721
Contig.1,T2b3e,292,58,58,58,100.000
Contig.1,K1a1b1,292,35,51,51,68.627
Contig.1,U6a3f1,292,36,48,48,75.000
Contig.1,T2b3a,292,58,60,60,96.667
Contig.1,T2b3b,292,58,59,59,98.305
Contig.1,T2b3c,292,59,60,60,98.333
Contig.1,K1b2a,292,34,50,50,68.000
Contig.1,H13a1_152!,292,37,45,45,82.222
Contig.1,K1b2b,292,34,52,52,65.385
Contig.1,A5a1a1,292,36,52,52,69.231
Contig.1,H1a4,292,39,45,45,86.667
Contig.1,M5b2b1,292,33,44,44,75.000
Contig.1,M8a2e,292,32,49,49,65.306
Contig.1,M8a2d,292,33,53,53,62.264
Contig.1,M8a2c,292,32,49,49,65.306
Contig.1,M8a2b,292,31,50,50,62.000
Contig.1,M8a2a,292,30,47,47,63.830
Contig.1,K1a4a1a3,292,35,56,56,62.500
Contig.1,U5b3d,292,38,52,52,73.077
Contig.1,H4a1d,292,37,49,49,75.510
Contig.1,H4a1c,292,38,50,50,76.000
Contig.1,N9b1c1,292,36,44,44,81.818
Contig.1,U5a1b3a1,292,38,55,55,69.091
Contig.1,M7a1a3,292,32,51,51,62.745
Contig.1,M7a1a2,292,31,51,51,60.784
Contig.1,M7a1a1,292,32,50,50,64.000
Contig.1,M7a1a7,292,32,50,50,64.000
Contig.1,M7a1a6,292,32,50,50,64.000
Contig.1,M18'38,292,32,39,39,82.051
Contig.1,M7a1a4,292,32,51,51,62.745
Contig.1,M7a1a9,292,32,50,50,64.000
Contig.1,M7a1a8,292,32,51,51,62.745
Contig.1,Y1b1,292,36,45,45,80.000
Contig.1,L6,292,24,47,47,51.064
Contig.1,L4,292,28,31,31,90.323
Contig.1,L5,292,12,20,20,60.000
Contig.1,L2,292,23,31,31,74.194
Contig.1,L3,292,32,33,33,96.970
Contig.1,L0,292,1,10,10,10.000
Contig.1,L1,292,7,14,14,50.000
Contig.1,I1a1a1,292,32,55,55,58.182
Contig.1,I1a1a3,292,32,55,55,58.182
Contig.1,I1a1a2,292,32,55,55,58.182
Contig.1,L3b1a9a,292,30,45,45,66.667
Contig.1,U6a1b,292,37,47,47,78.723
Contig.1,R9c1,292,39,45,45,86.667
Contig.1,U2e1b2,292,35,58,58,60.345
Contig.1,U2e1b1,292,35,57,57,61.404
Contig.1,U3b2,292,38,51,51,74.510
Contig.1,U3b3,292,38,51,51,74.510
Contig.1,U3b1,292,38,51,51,74.510
Contig.1,L0d1a1b,292,4,41,41,9.756
Contig.1,L0d1a1c,292,4,43,43,9.302
Contig.1,M74b,292,31,44,44,70.455
Contig.1,L0d1a1a,292,4,41,41,9.756
Contig.1,B4b1a1b,292,38,56,56,67.857
Contig.1,B4b1a1c,292,37,56,56,66.071
Contig.1,L0d1a1d,292,4,41,41,9.756
Contig.1,D4p1,292,32,45,45,71.111
Contig.1,L2a1d2,292,22,44,44,50.000
Contig.1,H33c,292,38,46,46,82.609
Contig.1,T2b36,292,57,58,58,98.276
Contig.1,L2a1d1,292,22,48,48,45.833
Contig.1,T2b30,292,57,58,58,98.276
Contig.1,T2b31,292,57,58,58,98.276
Contig.1,T2b32,292,57,60,60,95.000
Contig.1,T2b33,292,57,60,60,95.000
Contig.1,C5a2b1,292,30,53,53,56.604
Contig.1,K1c1d,292,34,53,53,64.151
Contig.1,K1c1g,292,34,51,51,66.667
Contig.1,K1c1f,292,34,51,51,66.667
Contig.1,K1c1a,292,34,51,51,66.667
Contig.1,E2a1a,292,31,52,52,59.615
Contig.1,K1c1c,292,34,51,51,66.667
Contig.1,K1c1b,292,34,51,51,66.667
Contig.1,M55,292,33,56,56,58.929
Contig.1,M54,292,33,42,42,78.571
Contig.1,M57,292,31,40,40,77.500
Contig.1,M56,292,31,39,39,79.487
Contig.1,M51,292,31,44,44,70.455
Contig.1,M50,292,32,40,40,80.000
Contig.1,M53,292,31,46,46,67.391
Contig.1,M52,292,32,40,40,80.000
Contig.1,M2b3a,292,29,52,52,55.769
Contig.1,C4a2b2a,292,31,62,62,50.000
Contig.1,M59,292,31,42,42,73.810
Contig.1,M58,292,32,39,39,82.051
Contig.1,C4_152!,292,30,49,49,61.224
Contig.1,N9a1a,292,35,46,46,76.087
Contig.1,L3e2b,292,31,38,38,81.579
Contig.1,L3e2a,292,31,39,39,79.487
Contig.1,D4l1a,292,33,48,48,68.750
Contig.1,H2a1e1,292,38,49,49,77.551
Contig.1,M2a1a1a,292,31,53,53,58.491
Contig.1,M2a1a1b,292,31,53,53,58.491
Contig.1,H3b4,292,38,45,45,84.444
Contig.1,L0g,292,2,50,50,4.000
Contig.1,L0f,292,2,32,32,6.250
Contig.1,L0d,292,1,21,21,4.762
Contig.1,M34a2,292,33,50,50,66.000
Contig.1,L0b,292,3,33,33,9.091
Contig.1,L0a,292,4,35,35,11.429
Contig.1,M34a1,292,32,49,49,65.306
Contig.1,F3a_207,292,38,54,54,70.370
Contig.1,D4n2,292,32,45,45,71.111
Contig.1,HV4a2a,292,36,42,42,85.714
Contig.1,L3d5a,292,31,43,43,72.093
Contig.1,D4n1,292,33,46,46,71.739
Contig.1,H1b2a1,292,38,50,50,76.000
Contig.1,H26a1b,292,38,48,48,79.167
Contig.1,R9b1a1a,292,39,51,51,76.471
Contig.1,H30,292,38,44,44,86.364
Contig.1,H3b4a,292,38,46,46,82.609
Contig.1,K1a17a,292,35,53,53,66.038
Contig.1,H3b3,292,38,45,45,84.444
Contig.1,B4a1a1a20,292,36,49,49,73.469
Contig.1,H36,292,37,47,47,78.723
Contig.1,D4a1f1,292,31,47,47,65.957
Contig.1,P1d1,292,39,47,47,82.979
Contig.1,B2b2a,292,36,56,56,64.286
Contig.1,L0k1a1a,292,2,49,49,4.082
Contig.1,P1d2,292,39,48,48,81.250
Contig.1,H34,292,38,45,45,84.444
Contig.1,U5a1b1b1,292,38,54,54,70.370
Contig.1,H1aq1,292,39,47,47,82.979
Contig.1,L3f1b1a,292,30,49,49,61.224
Contig.1,K1a2,292,36,51,51,70.588
Contig.1,M5d,292,31,40,40,77.500
Contig.1,M7c2a,292,30,50,50,60.000
Contig.1,M5a,292,33,41,41,80.488
Contig.1,M5c,292,33,40,40,82.500
Contig.1,M5b,292,33,39,39,84.615
Contig.1,H5b3,292,39,47,47,82.979
Contig.1,H5b2,292,39,48,48,81.250
Contig.1,H5b1,292,37,45,45,82.222
Contig.1,M2a2a,292,31,52,52,59.615
Contig.1,N9a10,292,36,44,44,81.818
Contig.1,N9a11,292,35,48,48,72.917
Contig.1,L3d3a1a,292,32,47,47,68.085
Contig.1,H105,292,38,44,44,86.364
Contig.1,M33a3a,292,30,42,42,71.429
Contig.1,L3d3a1b,292,31,47,47,65.957
Contig.1,K1a3a,292,36,52,52,69.231
Contig.1,H104,292,38,44,44,86.364
Contig.1,L3b1a,292,30,44,44,68.182
Contig.1,L3b1b,292,29,44,44,65.909
Contig.1,M10a1_16129!,292,32,48,48,66.667
Contig.1,K1a1b1a,292,35,54,54,64.815
Contig.1,K1a1b1b,292,36,53,53,67.925
Contig.1,B4a1a1f,292,36,47,47,76.596
Contig.1,K1a1b1d,292,34,52,52,65.385
Contig.1,K1a1b1e,292,35,52,52,67.308
Contig.1,L3b1a7a,292,30,48,48,62.500
Contig.1,K1a1b1g,292,35,53,53,66.038
Contig.1,B4a1a1a,292,36,47,47,76.596
Contig.1,L2a1b_143,292,21,39,39,53.846
Contig.1,R2_13500_195!,292,38,46,46,82.609
Contig.1,H100,292,38,44,44,86.364
Contig.1,N21_195!,292,34,41,41,82.927
Contig.1,C4a1a_195!,292,30,54,54,55.556
Contig.1,L2a1c_16129!,292,22,40,40,55.000
Contig.1,Z3d,292,32,50,50,64.000
Contig.1,L1b2a,292,10,42,42,23.810
Contig.1,C4a1a5,292,31,58,58,53.448
Contig.1,B4a1a1m,292,38,48,48,79.167
Contig.1,M57b1,292,29,45,45,64.444
Contig.1,I3c,292,33,49,49,67.347
Contig.1,I3b,292,33,50,50,66.000
Contig.1,I3a,292,33,49,49,67.347
Contig.1,I3d,292,33,49,49,67.347
Contig.1,U5b1b1a1a1,292,37,55,55,67.273
Contig.1,K1b2a1a1,292,34,53,53,64.151
Contig.1,B4a1a1n,292,36,47,47,76.596
Contig.1,R9c1a2,292,39,55,55,70.909
Contig.1,R9c1a3,292,39,55,55,70.909
Contig.1,G1a1a3,292,31,50,50,62.000
Contig.1,A2ac,292,34,50,50,68.000
Contig.1,D4b2b1d,292,32,49,49,65.306
Contig.1,M1a7,292,28,42,42,66.667
Contig.1,D4b2b1b,292,33,51,51,64.706
Contig.1,D4b2b1c,292,33,50,50,66.000
Contig.1,D4b2b1a,292,33,50,50,66.000
Contig.1,U4a1d,292,36,52,52,69.231
Contig.1,M10a,292,33,48,48,68.750
Contig.1,L0d1b2a2,292,3,44,44,6.818
Contig.1,L3e1e1,292,32,47,47,68.085
Contig.1,L3e1e2,292,32,52,52,61.538
Contig.1,L0d1b2a1,292,3,42,42,7.143
Contig.1,D4j_16311!,292,32,43,43,74.419
Contig.1,D4j3a,292,32,45,45,71.111
Contig.1,L0d1d,292,7,46,46,15.217
Contig.1,J1b1a1d,292,42,61,61,68.852
Contig.1,H6a1b3,292,39,52,52,75.000
Contig.1,L1b1a1'4,292,10,43,43,23.256
Contig.1,L1c1a1a1a,292,12,57,57,21.053
Contig.1,M2b2,292,30,52,52,57.692
Contig.1,L0d1b,292,2,31,31,6.452
Contig.1,K1a4j1,292,34,51,51,66.667
Contig.1,M9a1a1,292,32,46,46,69.565
Contig.1,M2b1,292,30,53,53,56.604
Contig.1,G2a5,292,31,51,51,60.784
Contig.1,L2a1_143_16189!,292,21,38,38,55.263
Contig.1,D4a1b1,292,31,47,47,65.957
Contig.1,R8a1,292,38,47,47,80.851
Contig.1,H63a,292,37,45,45,82.222
Contig.1,W,292,36,50,50,72.000
Contig.1,R8a2,292,37,47,47,78.723
Contig.1,M33a2'3,292,32,41,41,78.049
Contig.1,D4c2a,292,32,48,48,66.667
Contig.1,D4c2b,292,33,48,48,68.750
Contig.1,D4c2c,292,33,47,47,70.213
Contig.1,T1b,292,51,54,54,94.444
Contig.1,H30a,292,38,46,46,82.609
Contig.1,H26a1a1,292,38,49,49,77.551
Contig.1,H2a1e1a1,292,38,52,52,73.077
Contig.1,N1b1,292,35,51,51,68.627
Contig.1,B2a1a1,292,37,54,54,68.519
Contig.1,N1b2,292,35,48,48,72.917
Contig.1,M51a2,292,30,50,50,60.000
Contig.1,U2d3,292,37,56,56,66.071
Contig.1,U2d2,292,38,56,56,67.857
Contig.1,U4b1,292,37,51,51,72.549
Contig.1,C1b13c1,292,31,54,54,57.407
Contig.1,U4b3,292,37,51,51,72.549
Contig.1,U4b2,292,37,51,51,72.549
Contig.1,H1x,292,39,48,48,81.250
Contig.1,D4b1c,292,33,51,51,64.706
Contig.1,H29,292,38,45,45,84.444
Contig.1,H28,292,38,44,44,86.364
Contig.1,I5a2_16086,292,35,53,53,66.038
Contig.1,H25,292,38,44,44,86.364
Contig.1,H24,292,38,44,44,86.364
Contig.1,H27,292,37,42,42,88.095
Contig.1,H26,292,38,44,44,86.364
Contig.1,J2b1a2,292,39,51,51,76.471
Contig.1,H1z,292,38,45,45,84.444
Contig.1,H23,292,38,44,44,86.364
Contig.1,H22,292,38,45,45,84.444
Contig.1,K1a4a1a_195!,292,35,55,55,63.636
Contig.1,R7b1a,292,34,53,53,64.151
Contig.1,H20a1,292,38,46,46,82.609
Contig.1,H20a2,292,38,46,46,82.609
Contig.1,H6a,292,38,47,47,80.851
Contig.1,A5a1a1a,292,36,53,53,67.925
Contig.1,J2a1a1a2,292,39,58,58,67.241
Contig.1,J2a1a1a1,292,39,61,61,63.934
Contig.1,A5a1a1b,292,36,53,53,67.925
Contig.1,T2d2,292,54,60,60,90.000
Contig.1,X2e2a,292,33,42,42,78.571
Contig.1,L2'3'4'6,292,23,25,25,92.000
Contig.1,X2e2c,292,33,42,42,78.571
Contig.1,R8a1a1a,292,38,50,50,76.000
Contig.1,H1f1,292,38,47,47,80.851
Contig.1,R8a1a1b,292,38,50,50,76.000
Contig.1,L0d1b1a1,292,3,42,42,7.143
Contig.1,R8a1a1d,292,38,52,52,73.077
Contig.1,I4a1,292,35,50,50,70.000
Contig.1,H1y,292,38,44,44,86.364
Contig.1,B4a1_16311!,292,36,42,42,85.714
Contig.1,J1c3b1,292,42,52,52,80.769
Contig.1,J1c3b2,292,42,52,52,80.769
Contig.1,M1a3b2,292,29,45,45,64.444
Contig.1,T2b7a3,292,57,61,61,93.443
Contig.1,L1c1a,292,10,41,41,24.390
Contig.1,M1a3b1,292,29,46,46,63.043
Contig.1,H1q,292,39,45,45,86.667
Contig.1,T2b15,292,57,59,59,96.610
Contig.1,N1b1b1,292,36,58,58,62.069
Contig.1,D5a2a1a,292,31,54,54,57.407
Contig.1,H1r,292,39,45,45,86.667
Contig.1,L3k1,292,31,50,50,62.000
Contig.1,R5a2b2,292,38,51,51,74.510
Contig.1,R5a2b3,292,38,53,53,71.698
Contig.1,L3e'i'k'x,292,32,35,35,91.429
Contig.1,R5a2b1,292,38,53,53,71.698
Contig.1,M24a,292,28,37,37,75.676
Contig.1,L2a2b,292,21,42,42,50.000
Contig.1,R5a2b4,292,38,53,53,71.698
Contig.1,M7b1a1a,292,30,50,50,60.000
Contig.1,J1b1a1e,292,41,58,58,70.690
Contig.1,U5a2d,292,38,50,50,76.000
Contig.1,J1b7a,292,42,54,54,77.778
Contig.1,H66a1,292,38,46,46,82.609
Contig.1,J1b1a1a,292,42,61,61,68.852
Contig.1,R7a1b,292,36,53,53,67.925
Contig.1,J1b1a1c,292,42,59,59,71.186
Contig.1,J1b1a1b,292,42,59,59,71.186
Contig.1,L3e4,292,32,44,44,72.727
Contig.1,L3e5,292,32,41,41,78.049
Contig.1,H3a,292,37,44,44,84.091
Contig.1,L3e1,292,32,45,45,71.111
Contig.1,L3e2,292,32,38,38,84.211
Contig.1,L3e3,292,31,45,45,68.889
Contig.1,H1t1,292,39,46,46,84.783
Contig.1,U5a2b2,292,39,53,53,73.585
Contig.1,U5a2b1,292,38,50,50,76.000
Contig.1,H1t2,292,39,46,46,84.783
Contig.1,H2a,292,38,45,45,84.444
Contig.1,H2c,292,36,44,44,81.818
Contig.1,H2b,292,36,43,43,83.721
Contig.1,L3e2b5,292,30,38,38,78.947
Contig.1,M13a2,292,29,49,49,59.184
Contig.1,M13a1,292,30,47,47,63.830
Contig.1,H3d,292,38,44,44,86.364
Contig.1,D5a2,292,31,49,49,63.265
Contig.1,D5a3,292,31,48,48,64.583
Contig.1,D5a1,292,31,52,52,59.615
Contig.1,L1c1a2c,292,9,54,54,16.667
Contig.1,L1c1a2b,292,10,56,56,17.857
Contig.1,L1c1a2a,292,9,54,54,16.667
Contig.1,W3a1a2,292,36,57,57,63.158
Contig.1,L5a1a,292,15,51,51,29.412
Contig.1,L0a'g,292,2,29,29,6.897
Contig.1,L5a1c,292,15,51,51,29.412
Contig.1,M7b1a1i,292,32,52,52,61.538
Contig.1,U4b1b,292,35,50,50,70.000
Contig.1,L4b2b1,292,28,48,48,58.333
Contig.1,H1ae2a,292,39,47,47,82.979
Contig.1,H73a1,292,38,48,48,79.167
Contig.1,Q1,292,29,49,49,59.184
Contig.1,H10e,292,38,45,45,84.444
Contig.1,Q3,292,30,43,43,69.767
Contig.1,Q2,292,30,45,45,66.667
Contig.1,U4a1b1a,292,35,54,54,64.815
Contig.1,U5a1b1h,292,38,53,53,71.698
Contig.1,U5a1b1f,292,37,52,52,71.154
Contig.1,C5a2,292,31,53,53,58.491
Contig.1,U5a1b1d,292,38,53,53,71.698
Contig.1,U5a1b1e,292,38,53,53,71.698
Contig.1,U5a1b1b,292,38,53,53,71.698
Contig.1,U5a1b1c,292,38,53,53,71.698
Contig.1,U5a1b1a,292,38,53,53,71.698
Contig.1,D4j1a1a,292,33,52,52,63.462
Contig.1,D4j1a1b,292,33,52,52,63.462
Contig.1,H15a1a,292,38,49,49,77.551
Contig.1,H1r1,292,37,43,43,86.047
Contig.1,L0d2b1a,292,6,49,49,12.245
Contig.1,L0d2b1b,292,5,53,53,9.434
Contig.1,J1c3,292,42,50,50,84.000
Contig.1,HV9a,292,36,41,41,87.805
Contig.1,HV9c,292,37,42,42,88.095
Contig.1,HV9b,292,37,42,42,88.095
Contig.1,B4d2,292,36,47,47,76.596
Contig.1,B4d3,292,37,49,49,75.510
Contig.1,K1a4a1b,292,36,55,55,65.455
Contig.1,B4d1,292,36,43,43,83.721
Contig.1,K1a4a1d,292,36,55,55,65.455
Contig.1,K1a4a1e,292,35,53,53,66.038
Contig.1,B4d4,292,35,48,48,72.917
Contig.1,H13c1a,292,38,48,48,79.167
Contig.1,K1a1b2a1a,292,34,55,55,61.818
Contig.1,K1a4a1i,292,36,54,54,66.667
Contig.1,H8c1,292,36,47,47,76.596
Contig.1,I5a4,292,36,55,55,65.455
Contig.1,M52a1,292,32,44,44,72.727
Contig.1,I5a1,292,35,52,52,67.308
Contig.1,T2j1,292,53,57,57,92.982
Contig.1,I5a3,292,35,57,57,61.404
Contig.1,I5a2,292,35,52,52,67.308
Contig.1,L1c1a1a1b1,292,12,56,56,21.429
Contig.1,K2b1a1,292,36,55,55,65.455
Contig.1,M7b1a2a1b,292,32,60,60,53.333
Contig.1,G3a1a,292,32,47,47,68.085
Contig.1,M39a2,292,33,52,52,63.462
Contig.1,M39a1,292,32,49,49,65.306
Contig.1,F2c2,292,40,61,61,65.574
Contig.1,I1a1c,292,32,54,54,59.259
Contig.1,H3t,292,38,45,45,84.444
Contig.1,M5b1,292,33,42,42,78.571
Contig.1,M5b2,292,33,41,41,80.488
Contig.1,K2b1a2,292,36,55,55,65.455
Contig.1,T2c1a2,292,54,60,60,90.000
Contig.1,M10a1,292,33,49,49,67.347
Contig.1,M10a2,292,33,50,50,66.000
Contig.1,U5a1c2a,292,38,54,54,70.370
Contig.1,N9a2a3,292,36,49,49,73.469
Contig.1,E1a,292,32,48,48,66.667
Contig.1,D6a2,292,30,46,46,65.217
Contig.1,D5b1b2,292,32,54,54,59.259
Contig.1,V18,292,38,46,46,82.609
Contig.1,D5b1b1,292,32,54,54,59.259
Contig.1,K1a1a2a1,292,35,54,54,64.815
Contig.1,L4b2a,292,27,40,40,67.500
Contig.1,M27b2a1,292,32,60,60,53.333
Contig.1,V10,292,38,46,46,82.609
Contig.1,L4b2b,292,28,44,44,63.636
Contig.1,V16,292,38,46,46,82.609
Contig.1,V17,292,38,47,47,80.851
Contig.1,V14,292,38,46,46,82.609
Contig.1,V15,292,38,46,46,82.609
Contig.1,L0d1b1_152,292,4,37,37,10.811
Contig.1,W4b,292,36,54,54,66.667
Contig.1,W4c,292,36,52,52,69.231
Contig.1,W4d,292,36,54,54,66.667
Contig.1,M52b1,292,33,42,42,78.571
Contig.1,H1z1,292,37,45,45,82.222
Contig.1,M34a1a,292,32,51,51,62.745
Contig.1,L0k1a,292,2,47,47,4.255
Contig.1,L3e2a1b,292,31,41,41,75.610
Contig.1,L3e2a1a,292,31,44,44,70.455
Contig.1,L0k1b,292,2,51,51,3.922
Contig.1,H1b2,292,38,46,46,82.609
Contig.1,M11_200,292,32,47,47,68.085
Contig.1,H2a5a1a,292,38,49,49,77.551
Contig.1,H1j9,292,39,46,46,84.783
Contig.1,H2a5a1b,292,38,49,49,77.551
Contig.1,L0a1'4,292,4,36,36,11.111
Contig.1,H1f_16093,292,38,46,46,82.609
Contig.1,V7a1,292,38,50,50,76.000
Contig.1,B2i2b1,292,37,56,56,66.071
Contig.1,M4b,292,30,42,42,71.429
Contig.1,K1a3,292,36,51,51,70.588
Contig.1,M4a,292,31,42,42,73.810
Contig.1,M62b_204,292,33,51,51,64.706
Contig.1,M2a3a,292,31,49,49,63.265
Contig.1,C1d1c1,292,31,52,52,59.615
Contig.1,K1a2b,292,36,52,52,69.231
Contig.1,J1c2n1,292,42,53,53,79.245
Contig.1,K1a2a,292,36,52,52,69.231
Contig.1,B5a1d,292,36,48,48,75.000
Contig.1,B5a1b,292,37,48,48,77.083
Contig.1,B5a1c,292,37,47,47,78.723
Contig.1,B5a1a,292,37,48,48,77.083
Contig.1,L2a1e1,292,22,43,43,51.163
Contig.1,M27b2c,292,32,58,58,55.172
Contig.1,M27b2a,292,32,58,58,55.172
Contig.1,L3h1b2,292,29,49,49,59.184
Contig.1,U5b1d2,292,38,53,53,71.698
Contig.1,U5b1d1,292,38,52,52,73.077
Contig.1,L3h1b1,292,30,43,43,69.767
Contig.1,U5b1f1a,292,38,53,53,71.698
Contig.1,T2b24a,292,57,60,60,95.000
Contig.1,T2a1a2,292,55,59,59,93.220
Contig.1,K1a1b2a,292,34,52,52,65.385
Contig.1,H5a1g1,292,38,49,49,77.551
Contig.1,H5a1g2,292,39,49,49,79.592
Contig.1,H13c,292,38,45,45,84.444
Contig.1,F2c,292,40,52,52,76.923
Contig.1,F2b,292,40,53,53,75.472
Contig.1,F2a,292,40,53,53,75.472
Contig.1,M49,292,32,39,39,82.051
Contig.1,A2h1,292,35,52,52,67.308
Contig.1,H_195!_146!,292,36,41,41,87.805
Contig.1,F2e,292,41,54,54,75.926
Contig.1,F2d,292,39,52,52,75.000
Contig.1,M1a1b1b,292,29,48,48,60.417
Contig.1,M43,292,33,42,42,78.571
Contig.1,M40,292,32,41,41,78.049
Contig.1,M1a1b1a,292,29,48,48,60.417
Contig.1,M46,292,30,38,38,78.947
Contig.1,M47,292,30,38,38,78.947
Contig.1,M44,292,31,38,38,81.579
Contig.1,M45,292,30,37,37,81.081
Contig.1,H2a1f1,292,38,49,49,77.551
Contig.1,H2a1f2,292,38,49,49,77.551
Contig.1,U1a1c1,292,37,54,54,68.519
Contig.1,N9a5,292,35,46,46,76.087
Contig.1,X,292,34,38,38,89.474
Contig.1,K1a8,292,36,51,51,70.588
Contig.1,B2o1a,292,36,52,52,69.231
Contig.1,D4l2a2,292,33,50,50,66.000
Contig.1,D4o1,292,33,49,49,67.347
Contig.1,W4a,292,36,54,54,66.667
Contig.1,T2b4c,292,56,58,58,96.552
Contig.1,D4o2,292,33,47,47,70.213
Contig.1,T2b4e,292,56,58,58,96.552
Contig.1,T2g1b,292,54,58,58,93.103
Contig.1,T2b4g,292,56,58,58,96.552
Contig.1,T2b4f,292,56,58,58,96.552
Contig.1,T2b4i,292,57,60,60,95.000
Contig.1,D5a1a,292,31,53,53,58.491
Contig.1,R22,292,38,46,46,82.609
Contig.1,M12b1a,292,31,51,51,60.784
Contig.1,A2_s3_16129!,292,33,46,46,71.739
Contig.1,K1a26,292,35,50,50,70.000
Contig.1,M8a3a,292,32,49,49,65.306
Contig.1,K1a24,292,36,52,52,69.231
Contig.1,K1a25,292,35,51,51,68.627
Contig.1,N9a2,292,36,46,46,78.261
Contig.1,H7c6,292,38,47,47,80.851
Contig.1,U2e1a,292,35,56,56,62.500
Contig.1,H7c4,292,38,46,46,82.609
Contig.1,N9a3,292,35,45,45,77.778
Contig.1,H7c2,292,38,46,46,82.609
